﻿year,region,energy_cost,size_estabish,value,unit,source
2560,ตะวันออกเฉียงเหนือ,ค่าขนส่งสินค้า (ที่ขาย),รวม,5381.18,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าขนส่งสินค้า (ที่ขาย),1 - 15 คน,45.71,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าขนส่งสินค้า (ที่ขาย),16 - 25 คน,1800,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าขนส่งสินค้า (ที่ขาย),31 - 50 คน,26,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าขนส่งสินค้า (ที่ขาย),51 - 200 คน,177.79,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าขนส่งสินค้า (ที่ขาย),มากกว่า 200 คน,3331.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่านายหน้า,รวม,9324.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่านายหน้า,1 - 15 คน,3835.56,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่านายหน้า,16 - 25 คน,2990,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่านายหน้า,26 - 30 คน,50,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่านายหน้า,31 - 50 คน,1785.94,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่านายหน้า,51 - 200 คน,662.92,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ารับรอง,รวม,29584.92,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ารับรอง,1 - 15 คน,11451.45,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ารับรอง,16 - 25 คน,6975.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ารับรอง,26 - 30 คน,2260,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ารับรอง,31 - 50 คน,3697.18,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ารับรอง,51 - 200 คน,5200.87,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ากำจัดขยะ,รวม,5759.58,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ากำจัดขยะ,1 - 15 คน,3261.15,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ากำจัดขยะ,16 - 25 คน,160.91,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ากำจัดขยะ,26 - 30 คน,83.92,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ากำจัดขยะ,31 - 50 คน,1200.12,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ากำจัดขยะ,51 - 200 คน,621.48,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่ากำจัดขยะ,มากกว่า 200 คน,432,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,รวม,41192.92,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,1 - 15 คน,30612.88,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,16 - 25 คน,1948.87,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,26 - 30 คน,362,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,31 - 50 คน,7242.65,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,51 - 200 คน,1026.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,รวม,92605.01,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,1 - 15 คน,56985.12,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,16 - 25 คน,4305.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,26 - 30 คน,1013.5,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,31 - 50 คน,15690.31,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,51 - 200 คน,14610.75,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,รวม,6397.31,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,1 - 15 คน,892.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,16 - 25 คน,302,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,26 - 30 คน,40,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,31 - 50 คน,3505.65,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,51 - 200 คน,1656.77,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าธรรมเนียมใบอนุญาต,รวม,30955.75,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าธรรมเนียมใบอนุญาต,1 - 15 คน,23580.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าธรรมเนียมใบอนุญาต,16 - 25 คน,1966.09,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าธรรมเนียมใบอนุญาต,26 - 30 คน,98.4,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าธรรมเนียมใบอนุญาต,31 - 50 คน,2418.06,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าธรรมเนียมใบอนุญาต,51 - 200 คน,2814,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าธรรมเนียมใบอนุญาต,มากกว่า 200 คน,78.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าบำรุงการกุศล,รวม,12237.26,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าบำรุงการกุศล,1 - 15 คน,5952.77,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าบำรุงการกุศล,16 - 25 คน,1975.49,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าบำรุงการกุศล,26 - 30 คน,54,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าบำรุงการกุศล,31 - 50 คน,2003.3,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าบำรุงการกุศล,51 - 200 คน,1732.36,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าบำรุงการกุศล,มากกว่า 200 คน,519.35,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,รวม,142685.11,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,1 - 15 คน,47126.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,16 - 25 คน,6015.4,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,26 - 30 คน,1608.02,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,31 - 50 คน,64813.82,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,51 - 200 คน,23099.23,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,มากกว่า 200 คน,21.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,รวม,7057.81,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,1 - 15 คน,672.76,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,16 - 25 คน,720.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,31 - 50 คน,150,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,51 - 200 คน,4065.26,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,มากกว่า 200 คน,1449.13,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,รวม,38138.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,1 - 15 คน,10913.48,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,26 - 30 คน,16800,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,31 - 50 คน,9465.2,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,51 - 200 คน,960,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าที่ดิน,รวม,6961.99,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าที่ดิน,1 - 15 คน,3322,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าที่ดิน,26 - 30 คน,3000,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าเช่าที่ดิน,51 - 200 คน,640,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,รวม,225,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,1 - 15 คน,225,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าดอกเบี้ยจ่าย,รวม,204130.14,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าดอกเบี้ยจ่าย,1 - 15 คน,64344.84,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าดอกเบี้ยจ่าย,16 - 25 คน,1859.6,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าดอกเบี้ยจ่าย,26 - 30 คน,34,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าดอกเบี้ยจ่าย,31 - 50 คน,25369.85,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าดอกเบี้ยจ่าย,51 - 200 คน,112520.12,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,ค่าดอกเบี้ยจ่าย,มากกว่า 200 คน,1.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,หนี้สูญ,รวม,15255.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,หนี้สูญ,1 - 15 คน,1990.13,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,หนี้สูญ,16 - 25 คน,50,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,หนี้สูญ,26 - 30 คน,30,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,หนี้สูญ,31 - 50 คน,11604.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,หนี้สูญ,51 - 200 คน,1581,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,อื่นๆ,รวม,73162.29,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,อื่นๆ,1 - 15 คน,16476.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,อื่นๆ,16 - 25 คน,172.17,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,อื่นๆ,26 - 30 คน,2558.82,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,อื่นๆ,31 - 50 คน,26947.75,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ตะวันออกเฉียงเหนือ,อื่นๆ,51 - 200 คน,27006.87,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,รวม,รวม,42065195.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,รวม,1 - 15 คน,3085900.09,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,รวม,16 - 25 คน,849196.52,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,รวม,26 - 30 คน,732182.38,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,รวม,31 - 50 คน,2448781.02,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,รวม,51 - 200 คน,16670589.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,รวม,มากกว่า 200 คน,18278545.78,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,รวม,16015008.7,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,1 - 15 คน,706322.9,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,16 - 25 คน,321793.63,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,26 - 30 คน,208712,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,31 - 50 คน,902712.55,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,51 - 200 คน,6093452.02,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,มากกว่า 200 คน,7782015.6,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไฟฟ้า,รวม,5133401.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไฟฟ้า,1 - 15 คน,792676.9,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไฟฟ้า,16 - 25 คน,180745.99,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไฟฟ้า,26 - 30 คน,152349.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไฟฟ้า,31 - 50 คน,349325.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไฟฟ้า,51 - 200 คน,2375577.59,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไฟฟ้า,มากกว่า 200 คน,1282725.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำประปา,รวม,756809.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำประปา,1 - 15 คน,131126.36,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำประปา,16 - 25 คน,34139.25,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำประปา,26 - 30 คน,20457.06,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำประปา,31 - 50 คน,26064.86,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำประปา,51 - 200 คน,392988.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำประปา,มากกว่า 200 คน,152033.43,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าก๊าซ,รวม,486064.13,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าก๊าซ,1 - 15 คน,12767.97,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าก๊าซ,16 - 25 คน,9710.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าก๊าซ,26 - 30 คน,66403.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าก๊าซ,31 - 50 คน,14778.64,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าก๊าซ,51 - 200 คน,280114.74,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าก๊าซ,มากกว่า 200 คน,102288.25,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำมันเชื้อเพลิง,รวม,495437.26,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำมันเชื้อเพลิง,1 - 15 คน,91902.27,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำมันเชื้อเพลิง,16 - 25 คน,9497.94,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำมันเชื้อเพลิง,26 - 30 คน,15987.35,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำมันเชื้อเพลิง,31 - 50 คน,23859.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำมันเชื้อเพลิง,51 - 200 คน,242036.14,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าน้ำมันเชื้อเพลิง,มากกว่า 200 คน,112154.02,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,รวม,254583.51,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,1 - 15 คน,52196.13,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,16 - 25 คน,8558.88,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,26 - 30 คน,12658.49,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,31 - 50 คน,22778.79,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,51 - 200 คน,94923.98,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,มากกว่า 200 คน,63467.23,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,รวม,555434.98,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,1 - 15 คน,29696.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,16 - 25 คน,10991.34,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,26 - 30 คน,24425.09,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,31 - 50 คน,30375.82,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,51 - 200 คน,157954.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,มากกว่า 200 คน,301991.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,รวม,354394.98,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,1 - 15 คน,50157.2,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,16 - 25 คน,11026.92,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,26 - 30 คน,11418.7,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,31 - 50 คน,59620.34,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,51 - 200 คน,108631.41,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,มากกว่า 200 คน,113540.4,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,รวม,353348.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,1 - 15 คน,2038.31,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,16 - 25 คน,266.45,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,26 - 30 คน,5170.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,31 - 50 คน,1201.61,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,51 - 200 คน,200076.75,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,มากกว่า 200 คน,144594.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าโฆษณา,รวม,879731.15,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าโฆษณา,1 - 15 คน,8908.18,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าโฆษณา,16 - 25 คน,8597.45,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าโฆษณา,26 - 30 คน,7028.27,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ใต้,ค่าโฆษณา,31 - 50 คน,19066.42,พันบาท,สำนักงานสถิติแห่งชาติ
